ID,Class,Text
1176,1,with Chase to make sure he's ok with me doing it.
1177,1,by which I mean that we're behind on getting 1.9.1.8 out the door. 1.9.1.18 should be about a year away.
1178,1,// Start with IAccessible *pAccessible;
1179,1,where DOM semantics are de rigeur reveals these differences and
1180,4,"DV Splitter,0x00600000,1,2,qdv.dll,6.05.3790.3959"
1181,2,"<style type=""text/css"">"
1182,1,fields. The result will be a purely grey page.
1183,1,Then NeedToReframeForAddingOrRemovingTransform would be true. Hopefully.
1184,1,"On the other hand, bug 13350 doesn't mention recursion explicitly. But ok..."
1185,1,"simple change, but I really don't know.  If it really has significant impact on"
1186,1,Jan: I think this is fixed with the big NO_PERF checkin of last weekend.
1187,1,7. Insert a movistar sim (in this case is the mcc/mnc configured in variant.json file)
1188,1,"WORKSFORME, please reopen if you see this problem with mozilla0.9.9, or a"
1189,2,https://wiki.mozilla.org/Security/Bug_Approval_Process
1190,3,"xul.dll!nsCOMPtr<nsISupports>::nsCOMPtr<nsISupports>(const nsCOMPtr<nsISupports> & aSmartPtr)  Line 882	C++"
1191,1,"Not a blocker, and we'll need to figure out if there's a way that we can do this so that it looks good on XP and Vista at the same time."
1192,1,On the page above you can see Talos alert for each affected platform as well as a link to a graph showing the history of scores for this test. There is also a link to a treeherder page showing the Talos jobs in a pushlog format.
1193,3,"#16 0x00007f9088c93e7a in nsViewManager::ProcessPendingUpdatesPaint (this=0x2c263f0, aWidget=0x2b7e7f0) at /home/botond/dev/mozilla/central/view/nsViewManager.cpp:482"
1194,1,updated qa contact.
1195,1,"Wolfgang, can you test this patch with PS level 1 devices if you can access them?"
1196,1,"2.  Skip next_things that are the same as the thing being scanned, which means"
1197,1,[2.Testing Steps]:
1198,1,are font/b/i/em and such that are missing end tags.
1199,1,I'll keep an eye on this bug in order to verify it as soon as it lands in aurora build.
1200,1,Expected:
1201,5,I think we need WM_CONTEXTMENU here as well. I just hit that.
1202,1,"Btw, this is relying on implementer to know that he should unregister all pages when entering pb mode (that is true for Firefox, but what for other implementers?). If we are willing to rely on that assumption maybe a comment in the idl could be worth it. otherwise we could remove all remaining table contents when we get the pb notification."
1203,2,this));
1204,2,<snip>
1205,1,done
1206,2,<content>
1207,2,6    z-index: 0;
1208,1,But I've never seen video frames coming out negative when the input time was 0.
1209,1,"is called, which means when 3rd and 4th arguments are not NULL,"
1210,1,single item is already indirectly documented (and all should be familiar
1211,1,but I have been noticing the problem in nightlies for about a week now.
1212,1,"Unfortunately, I've uninstalled the builds and deleted profiles, so I cannot check about:crashes."
1213,1,if alpha is used.
1214,2,line 252
1215,3,"#51 0x00007f1212dcb03e in js::RunScript (cx=0x7f120400ac00, script=0x7f1200e54a00, fp=0x7f1204ffe050)"
1216,1,"One thing a browser could do is look at dispose_op in the fcTL chunk.  If it is not DISPOSE_OP_NONE then the frame can be skipped without decoding or displaying the fdAT chunk data, if the animation is running behind schedule.  If it is DISPLOSE_OP_NONE, though, subsequent frames depend on it and it has to be decoded."
1217,4,64% (408/642) vs.   2% (934/60686) detoured.dll
1218,1,"I'm not sure it's the same dialog (else I should open a new bug, I can't find one more TB-specific), but in Thunderbird I've got a similar problem with the certificate of my IMAPS connections: moreover the same page used two DIFFERENT FORMATS to tell the certificate expiration date and the current date, which of course doesn't have sense, it's only less easy to confront 'em. ;)"
1219,1,3. Shut down the browser
1220,1,defined test cases
1221,1,"This is still quite ugly -- the output doesn't have lines/functions outside libxul, and many of the stacks look more than a bit fishy.  But many of the stacks also look quite interesting, so maybe we can divine something interesting from this profile."
1222,1,When I investigated the twinopen performance regression of bug 439354 I had some ideas on how to improve it.
1223,1,## Expected :
1224,1,4. Tap [Camera/ Gallery / Music/ Video] to attache file  .
1225,1,Any suggestions who can take this?  It's still alive and well in m-c and
1226,3,16:03:40 INFO - Promise*openNewForegroundTab@resource://testing-common/BrowserTestUtils.jsm:95:12
1227,1,This line is confusing me:
1228,1,"The uninstall hook *is* called if you manually uninstall from the addon manager, and I think also if the clock overflows while Firefox is running."
1229,4,User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0
1230,2,::: gfx/layers/d3d11/TextureD3D11.cpp
1231,1,"When the API is invoked with an icon scope, it will try and fetch the icon from storage and if that doesn't work, it returns the thumbnail."
1232,1,I see we already have a call to XInitThreads() at
1233,1,"Ria, do you still see this?"
1234,1,"I'll give this a try, but judging from the fact that the directory got created"
1235,2,". ""$topsrcdir/build/mozconfig.common"""
1236,1,possibility of a potential princeton like exploit.
1237,1,"This part seems to be working ok in the most recent nightly. When the taskbar is set to the side, maximizing the browser, and unlocking the taskbar, adjust its width left and stop, the browser window adjusts, adjust the taskbar back to minimum widget, the browser adjusts to maximum width. In normal mode the browser would not increase in size to compensate for the making the taskbar width smaller, only adjusting to the taskbar getting bigger."
1238,2,"@@ +466,5 @@"
1239,1,"// developers from using AMR, thus we only allow AMR to be played on WebApps."
1240,1,"This is not in the Necko component, which means I didn't find this and submitted"
1241,1,"2. press the down arrow key to select the value 'B"""
1242,2,https://treeherder.mozilla.org/ui/logviewer.html#?job_id=3351892&repo=mozilla-inbound
1243,1,Actual Results:
1244,2,_currentInterval.
1245,1,"Ah, there is one right here."
1246,1,I expected it to change the list to roman numerals...
1247,1,"The song does not play. The play and pause buttons have no functionality and the tile of song is seen as ""Unknown""."
1248,1,This works too!
1249,1,"The patch snippet above ought to make it work again; I'm building right now and will attach it properly for review assuming it does ?€? for now, just consider it a concise way of describing the problem."
1250,4,User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1
1251,4,464757 INFO TEST-PASS | /tests/dom/indexedDB/test/test_writer_starvation.html | Correct mode - 1 should equal 1
1252,5,This means that GetPrefSize either 1) it isn't called during the first reflow or
1253,1,"few more if necessary (pac files, XUL stuff, XBL service, etc).  Any time a"
1254,1,"Apologise again, just seen this:"
1255,1,"This function shouldn't be named 'receiveMessage', as this object doesn't process IPC at all,"
1256,1,"threading is irrelevant, the site will still take forever to render if the disk is busy."
1257,1,"Marking as worksforme, sadly."
1258,1,Reproducible: Always
1259,1,Marking Future as Hyatt says this is not needed right now.
1260,5,"I also saw some empty lines after some 'rmt_storage_client_thread' dump, but I would not block on this one since empty lines are less problematics."
1261,1,Handing this over to Peter for investigation and update on what we can do here for this tracked regression.
1262,2,remote:   https://hg.mozilla.org/integration/mozilla-inbound/rev/3d0dd2ae7e6c
1263,1,me me
1264,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2a1pre) Gecko/20090312 Minefield/3.2a1pre
1265,2,<b>
1266,1,The question isn't applicable on Linux ia64; you can't do anything without the patch.
1267,1,enough for smooth progressive loading.
1268,1,2. open URL given as sample
1269,1,You need to register as a weakobserver (passing PR_TRUE in as the last param to
1270,1,"Yeah, it looks like a similar problem.  This might be a good place to start digging:"
1271,1,"Sam, can we somehow confirm that that's what's going on here, and if so either mark this a non-blocker or move it to some component where we can treat this as a non-code blocker."
1272,2,https://hg.mozilla.org/integration/mozilla-inbound/rev/876a728f389a
1273,2,test prog:
1274,1,* Now my phone automatically keeps joining that network
1275,2,Firmware Date          Mon Aug 10 19:43:05 UTC 2015
1276,1,"You are right, the current design doesn't support dynamic updates in a sane way, but that wasn't in the plan laid out in comment 0. If we want to display a separate list of event listener sources in the debugger, we could either cache in the client and update on events 1 and 2 from comment 15, or keep a cache in the server and send notifications to the client. The low-level API lets us get notified when event listeners are triggered, not when they are added. To be fair, the only case not properly detected with our current hooks is adding an existing function as a listener, which was defined far away from the location of the registration (otherwise updating on the ""newSource"" packet will take care of that). Perhaps that's not too common to worry about in v1?"
1277,2,for TLDs .KZ and .?????? for Kazakh language.
1278,2,"nsIPresContext * 0x05c73998, nsIFrame * 0x072b0ce8, const nsHTMLReflowState &"
1279,2,"@@ +78,5 @@"
1280,1,"In a places build, links open in the background, and in a recent build without places, in the foreground. Both tested with the same profile."
1281,1,"I reviewed this issue with Benjamin and it doesn't seem critical enough to require a fix in 32. As such, I'm dropping tracking. I'll note that we have already shipped a few releases with this issue."
1282,1,"If we want to fix this, I suggest we modify nsImageFrame and possibly libimg so"
1283,2,Gecko-Rev       https://hg.mozilla.org/releases/mozilla-b2g34_v2_1/rev/3572aa3e6766
1284,5,"stack, but there was a text token following the <iframe>. Since text tokens"
1285,1,Thanks!
1286,5,flash player not work example: http://www.affaritaliani.it/coffee/videomedia/toffa-vincere-facile-alle-slot-machine.html
1287,1,"As mentioned on the best place to report your bugs (/msg sspitzer), the patch on bug 359462 is supposed to slow us down a bit esp. once places-based bookmarks is enabled for two reasons:"
1288,1,4. Click 'Restore'.
1289,2,"1210 	http://www.facebook.com/"
1290,4,"WebGL Render 	Google Inc. -- ANGLE (AMD Radeon HD 5700 Series Direct3D9 vs_3_0 ps_3_0)"
1291,1,2. clicked the 'gear' that displays the settings for the new tabs page
1292,1,"glibc-2.1.1-6), instead mozilla hanged when I attempted to download"
1293,2,js_Interpret()
1294,1,109554.  Tooltips shouldn't appear on grippies unless minimized.  Patch by Neil
1295,1,got r+ and the patch landed
1296,2,155:    {
1297,3,"eReflowReason_Initial, int 1) line 1775"
1298,1,Tomorrow let's talk about how to avoid this.
1299,2,"3 	http://www.profitclicking.com/traffic-exchange/?ViewAdsInit=true"
1300,1,2. Click on 'continue'
1301,1,I mentioned the possibility of removing liboggplay in comment 6 along with the pango dependency issue.
1302,1,highly unlikely to be the source of a fix to the code.
1303,2,Gaia: 539a25e1887b902b8b25038c547048e691bd97f6
1304,1,Review of attachment 8427936:
1305,2,var props = Object.getOwnPropertyNames(o);
1306,1,your mozilla directory. You might also want to backup the nsProxyAutoConfig.js
1307,1,Bugzilla is not intended for encouraging people to implement it. Please don't
1308,1,MacType only supports GDI font rendering and no DirectWrite.
1309,1,At least ctrl/alt/del should work.
1310,1,Actual Results:
1311,2,"<div class=""boxbody3"">"
1312,2,ac_add_options --disable-static
1313,5,Third commit (which hasn't hit m-c): https://hg.mozilla.org/integration/fx-team/rev/dc44b9a3b542.
1314,4,ModLoad: 74780000 74789000   C:\Windows\system32\msacm32.drv
1315,1,"for a moment so that your pointer changes from an arrow to the hand. Now, move"
1316,1,The only thing that sounds wrong is that we're not setting an Origin header. I think you need to make sure to call nsCORSListenerProxy::Init. Look at how/when the XHR code does that.
1317,2,---
1318,1,"You must not update streams that have already received WINDOW_UPDATE.  That would break the flow control, right?  Simplest is IMO to just don't update at all on any existing stream."
1319,1,TB610577Z has similar stack as in comment #3
1320,1,Ping - what's the state of this bug folks?
1321,1,"Yeah, at least after bug 1015841 the issue became more noticeable, previously this icon had top cut off if more than 1 line of recipients."
1322,1,"Sorry again, but I don't think keyboard manager need to know the state of lockscreen enabling or not. Why do you need to know that?"
1323,1,Actual Results:
1324,1,nit: s/File/Directory/ ;-)
1325,1,*** This bug has been marked as a duplicate of 284130 ***
1326,1,I think shaver moved this one incorrectly to M11 (even though he meant
1327,4,16386[81f9b48]: nsHttpConnectionMgr::OnMsgPruneDeadConnections
1328,2,Gaia: 346df113f953e8baef04c7cca86cbbd03ae55ab3
1329,1,"1 simple step! Please fix, the hacky work arounds are really awful!"
1330,3,"_md_EventReceiverProc [d:\builds\seamonkey\mozilla\xpcom\threads\plevent.c, line"
1331,1,Option to uninstall the files-or-directory instead of
1332,3,"-DMOZ_DLL_SUFFIX=\"".so\"" -DXP_UNIX=1 -DUNIX_ASYNC_DNS=1 -DJS_THREADSAFE=1"
1333,3,"#2  0x00007ffff4cbf7fb in js::gc::GCRuntime::sweepPhase(js::SliceBudget&) (oom=0x7fffffffbfb0, script=<optimized out>) at /home/hub/source/mozilla/src/js/src/jsgc.cpp:5156"
1334,1,Bug 632156 will fix this.
1335,1,More details about UITour:
1336,4,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.8.1.10) Gecko/20071115 Firefox/2.0.0.10
1337,4,User Agent: Mozilla/5.0 (Mobile; rv:44.0) Gecko/44.0 Firefox/44.0
1338,1,"patch!  hopefully, i'll be able to get it in by 0.9.1."
1339,1,Of course I can provide them.
1340,1,Other than that it looks much better than what we have.  r=me
1341,1,initial revision: 1.1
1342,1,of elements from the same website. I have many pictures in various
1343,1,window in the HTML page.
1344,1,Flicker occurs
1345,5,See other reviews: https://reviewboard.mozilla.org/r/31157/
1346,1,"only moves cursor focus to text type form elements (textarea, text) within the page."
1347,2,https://hg.mozilla.org/integration/mozilla-inbound/rev/4b4f59ac01ac
1348,2,mozilla::dom::TestExternalInterface
1349,1,Tested on Firefox 9.01
1350,5,"When bookmarks are backed up either via PlacesUtils::backupBookmarksToFile or nsIPlacesImportExportService::exportHTMLToFile, and a bookmark record has no corresponding place record (f.e. because of the Fx3b4/5 bug described by dietrich in bug 436696, comment 8), then backing up fails with an exception."
1351,1,Crash trace:
1352,3,nsDocShell::EnsureScriptEnvironment() [nsDocShell.cpp:2484]
1353,1,4) If none of these are set an engineering build with all apps will be created.
1354,1,"However, the ""Try Again"" link is pointing to the chrome: URL instead of the"
1355,1,1. Capture image from device camera
1356,1,breaking and which break automatically?
1357,2,https://hg.mozilla.org/mozilla-central/rev/dc416c09c90a
1358,1,"Hey Fernando,"
1359,1,"The rest looks fine, but we really need to fix the object-creation bits..."
1360,2,1301 return NS_OK;
1361,1,Placeholder bug
1362,2,"744 	  T* operator->() const MOZ_NO_ADDREF_RELEASE_ON_RETURN"
1363,1,Try push:
1364,2,void *pc = *(bp+1);
1365,7,"Screen goes blank, then recovered, follow by an error message 'Display drivers stopped responding and has recovered?????? ."
1366,1,History mechanisms and caches are different. In particular history
1367,1,TEST PLAN REFERENCE:
1368,2,"@@ -25,1 @@"
1369,1,Still Win2K server etc.
1370,1,"I believe he was saying that on an individual basis, each person could remove"
1371,5,from /usr/local/ns/nightly/mozilla/components/libgkcontent.so
1372,2,"-        if (PL_strncmp(lockFileName, lockVendor, fileNameLen -4) != 0)"
1373,2,875 #endif
1374,1,Isn't removing xrender supposed to fix the issue?
1375,2,FALSE
1376,4,new revision: 3.148; previous revision: 3.147
1377,2,rv:1.9.2.2pre
1378,2,e = Proxy.createFunction((function() {\
1379,1,I've also been wondering whether we should rewrite the existing linebreaking
1380,1,This was found while fuzzing graphite2 revision c1c491ecf937aa744f4803e3d3a24e4f0001025d (>1.3.7)
1381,2,--- SIGSEGV (Segmentation fault) @ 0 (0) ---
1382,1,I feel it is unnecessarily long.
1383,2,---------
1384,2,"@@ +92,5 @@"
1385,1,"Firefox is not, and should not, set out to become a default media player. While I'd probably approve a fix, I don't think we'd hold release for one."
1386,1,anonymous content are not displayed - the value of the image's ALT attribute is
1387,1,Please review patch
1388,1,"message box, and try to choose a smilie from the dropdown menu.  The menupopup"
1389,1,Button not responding
1390,2,"gBrowser.addEventListener(""mouseup"", browserMouseUpHandler, false);"
1391,1,We tried IndexedDB for this caching solution but it took just as long to retrieve data and had the downside of showing a blank list before we got the data back and were able to paint content.
1392,3,"gklayout.dll!PresShell::HandlePositionedEvent(nsIView * aView=0x060002a0, nsIFrame * aTargetFrame=0x0609f328, nsGUIEvent * aEvent=0x0012f164, nsEventStatus * aEventStatus=0x0012ef00)  Line 5755 + 0x14 bytes	C++"
1393,4,Cookie: _ga=GA1.2.1591016506.1457297472; __gfp_64b=k6dqHPpVSQzkaJriw47pN32wC_aUYpu1dffUbHMAsA7.27; _gat=1
1394,1,Backed out changeset d8b62b11c43e (bug 1139460)
1395,1,"(We could also be trickier and not add XPConnect roots until we see another JS object while traversing purple roots, or if we have decided to trace through JS.)"
1396,1,FWIW I installed RealPlayer and couldn't reproduce.  I could not get download links for the other two.
1397,2,https://reviewboard.mozilla.org/r/78180/#review76708
1398,1,New try run for the patch to decouple ProfilerFront from ProfilerActor:
1399,2,https://hg.mozilla.org/mozilla-central/rev/15b3fb3e6f17
1400,3,"js3250.dll!js_Invoke(JSContext * cx=0x038764d0, unsigned int argc=1, long * vp=0x05e8977c, unsigned int flags=2)  Line 1430 + 0x13 bytes	C"
1401,1,"effectively replacing the entire selection, but that would mean you could get"
1402,1,A negative response from a DNS server should be honored and the same server should not queried again. This would mean that each FQDN should be queried once per page.
1403,2,08:06:20     INFO -      eip = 0x65b5d448   esp = 0x0d4df5e0   ebp = 0x0d4df5e4
1404,2,"/cvsroot/mozilla/browser/components/places/content/places.xul,v  <--  places.xul"
1405,1,"This is a sporadic bug, and it seems to happen only slowly. Just watching the"
1406,1,User impact if declined: Bad user experience when user is offline
1407,2,-----------------------------------------------------------------
1408,1,3. And let GC sweep old image and dataurl.
1409,1,Reproducible: Always
1410,2,https://hg.mozilla.org/integration/mozilla-inbound/rev/bc090e21a088
1411,1,"contacts: ""Pour lire et ???crire dans votre carnet d'adresses"""
1412,4,23:28:11     INFO -   1  libc-2.15.so + 0x32f2b
1413,1,this is acceptable! :)
1414,1,"However I could replicate the test case from comment 2, but not replicate your test case from comment #19, point 1."
1415,1,"More fun: we've changed these URLs on desktop over time, so long-term Sync users with multiple profiles might see four or five of these distinct bookmarks in their profiles."
1416,2,https://github.com/mozilla-b2g/gaia/tree/master/apps/keyboard/js/imes/latin/dictionaries
1417,2,[1] https://crrev.com/a34e151bce4bdf56031c13941408e292815241ca
1418,1,r=me
1419,2,https://tbpl.mozilla.org/php/getParsedLog.php?id=29762752&tree=Mozilla-Central
1420,2,https://github.com/mozilla-b2g/gaia/commit/85fff9a2566b3878b7b61cca523bf2da7b31e0ce
1421,5,"in EdDictionary.js, you have a typo ""gSpellCheckcer"" should be gSpellChecker"
1422,1,Expected results:
1423,1,a
1424,1,Note that:
1425,5,"During the review (not yet published) I proposed to have a static function that verifies and if bad, handles the bad cert since you, more or less, duplicate the code of SSLServerCertVerificationJob::Run() in AuthCertificateHook.  Not good since it may introduce bugs like described above."
1426,5,Aim dogfood bug http://bugscape/show_bug.cgi?id=2120 depends on this.
1427,2,http://support.mozilla.com/kb/Managing+profiles
1428,1,"So for the example the ""audio-channel-telephony"" permission grants access to playing audio with the same priority as GSM telephony audio. This enables creating VoIP apps like Loop, by allowing the VoIP app to interfere with GSM calls in responsible ways. But it also, if abused, runs the risk that an app interferes with GSM calls in bad ways!"
1429,2,"<tr> <td valign=""top"" bgcolor=""#FFCC33""><font FACE=""Arial, Helvetica,"
1430,1,*** Bug 128102 has been marked as a duplicate of this bug. ***
1431,1,Actual Results:
1432,4,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.8.1) Gecko/20061010 Firefox/2.0
1433,4,Device: Flame 2.2
1434,4,**Necko Testing : begin : Get Appcores service
1435,1,"no longer be up.  Could you put this back up, or do you have a copy somewhere I"
1436,1,"(1) Instead of making an InitFlags(), could you just initialize them in the constructor?  (Member-initializer syntax would probably be preferable, but assignment is ok too.)"
1437,1,Paul.
1438,1,"Looks good, just a few nits."
1439,1,"If I set my history ""group by"" to ""Day"" (go|history|view|group by) this"
1440,4,../../dist/include/mozilla/dom/AudioParent.h:80: error: 'nsAudioStream' was not
1441,2,Regression window(fx-team):
1442,1,"I personally prefer an m prefix, but I'm basically the only one who works on SpiderMonkey.  Feel free to take it up with the rest of the team, maybe you'll get farther than I did :-)."
1443,1,Nice ;-)
1444,2,rep movsd
1445,2,os->all
1446,5,"Setting ? for review flag, i have no idea whom to assign it, and https://wiki.mozilla.org/Bugzilla:Review points to a list of reviewers for... bugzilla itself."
1447,1,"Actual result:  After dialing a partial number and tapping a suggestion from a Facebook contact, the call header will only show the phone number.  The contact's name and any associated picture will not be shown."
1448,5,Gecko Revision         https://hg.mozilla.org/releases/mozilla-b2g44_v2_5/rev/5c9fd135d4309239794126f1942d6e7aa8b3579c
1449,1,"Majority of the bug is fixed in this patch. Rather than a hard-coded ""Firefox"", the name of whatever browser is being used (could still be ""Firefox"", could be ""Nightly"", could be whatever else the name is) is displayed where necessary to the user in the GCLI commands - with one exception: introTextOpening in gcli.properties still uses the hard-coded ""Firefox"" since the only other file that references it is gcli.jsm, which is auto-generated and not to be modified. Info on this would be appreciated."
1450,1,r=me apart from that.
1451,1,appropriately as much as possible.
1452,1,"The consequences of this bug are affceting the back camara working, right now it's failing very often although it's still not clear why this issue does not affect the front camera."
1453,1,To abort the file transfer and re-transfer if the transfer does not.
1454,1,Expected Results:
1455,1,The underlying regression that's not showing the application icon by default
1456,2,Driver Date 7-26-2011
1457,2,"@@ +216,5 @@"
1458,1,* safe to use.
1459,1,"I agree with this analysis; things do end-up working for our very relaxed needs, although they end up basically just being function calls in a post-fork NuWa.  My concern was mainly that the design decisions for NuWa seem to be based around wrapping pthreads rather than assuming a specific internal implementation and monkeypatching things.  Since the pthreads implementation is allowed an incredible amount of implementation latitude by the spec, if we care about pthread_cleanup_push/pop, it would make sense to also wrap them."
1460,2,https://bugzilla.mozilla.org/show_bug.cgi?id=938466#c15
1461,1,"Firefox was showing ""FAIL"" while I took this sample."
1462,1,"panel, nothing happens."
1463,4,User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:0.9.3) Gecko/20010801
1464,1,"bz	bernd: no"
1465,2,PresShell::ProcessReflowCommands
1466,1,"That's quite a lot of commands to get to list a directory, but anyway, I would"
1467,1,I get the crash for example with Firefox from:
1468,1,It should be:
1469,2,::: js/src/ion/Lowering.cpp
1470,4,BuildID 20130213070201
1471,1,"I'm not sure the address we have associated to .NG is still valid. Moreover, for sure we need to increase the SLD list."
1472,1,We don't really have any way to fix this. You're better off using the browser or global message manager.
1473,2,var b = 10;
1474,2,Gecko Version          37.0
1475,2,}
1476,3,#1  0x00fcba69 in NS_TableDrivenQI ()
1477,2,#NAME?
1478,2,Firmware Date          Wed May 27 04:30:24 EDT 2015
1479,5,"<p>some <a href=""whatever"" aria-label=""apples"">text</a></p> apparently the wild has forced mvda to read that as ""some apples"" which this proposal would make more tricky."
1480,1,"Can anyone let us know the process to get support from firefox, if we get any issues/coredumps/bugs in ESR version of firefox."
1481,2,From Drew.Saunders@Stanford.edu  Thu Apr  5 14:48:57 2007
1482,1,I will test on Windows/Linux later.
1483,4,05:13:44     INFO -  REFTEST INFO | Saved log: [CONTENT] MakeProgress: STATE_WAITING_TO_FIRE_INVALIDATE_EVENT
1484,2,<HTML>
1485,2,(gdb) bt
1486,1,is completely gone.
1487,2,"maxrows = ""5"""
1488,1,works fine with 2001110610
1489,1,David Hyatt wrote:
1490,1,"For that we'd need a new way to open the Identity popup. If you have a concrete idea, please file a new bug."
1491,1,and
1492,1,"Arhtur, this panel is quite simple enough and only have one select element, why we should use observable in this case ? I think this would be too much for this simple panel ?"
1493,2,""""
1494,3,"10  libSystem.B.dylib             	0x00007fff885123a9 thread_start + 13"
1495,2,http://support.mozilla.com/kb/Safe+Mode
1496,1,theres a thread on netscape.public.mozilla.seamonkey
1497,1,You get multiple entries for the same site which seems to be extremely redundant thus creating a huge history databas.
1498,4,"ATI Mobility Radeon HD5650 (driver: 8.702.5.0 latest version), Intel HD Graphics (driver: 8.702.5.0 latest version)"
1499,2,https://hg.mozilla.org/mozilla-central/rev/e36239fc97af
1500,1,The caption can be centered if the table is set to 100% width
1501,2,::: dom/media/MediaManager.cpp
1502,1,Reproducible: Always
1503,4,Mozilla build ID:20140422024003
1504,2,0x1fea55c09232: fb
1505,1,No right border line should be displayed.
1506,1,http://eval.hurlant.com/demo/ and try this script:
1507,5,"If an HTML Tag has e.g. an inline style definition like with url(), but the the URL is missing, Firefox requests the URL of the page instead."
1508,1,"The DidReflow() calls are missing though, when errors occur, see for"
1509,4,System JS : ERROR (null):0 - too much recursion
1510,1,It is based on
1511,3,line 144]
1512,2,#NAME?
1513,1,"if this is a real unexpected failure you should throw or use ok(false, ""makeTag Failed..."
1514,2,nsBlockFrame::ReflowLine
1515,5,See other reviews: https://reviewboard.mozilla.org/r/43469/
1516,1,(compiled and confirmed/verified on LinuxMint)
1517,5,"So suppose we watch a property, then delete it, and then use JSOP_INITMETHOD to create it again. Here's what happens:"
1518,1,// Wrong one
1519,1,I am on a laptop using the touchpad for the mouse.
1520,2,+    AutoSwap_PRUint32 numGroups;
1521,2,http://bugzilla.mozilla.org/showattachment.cgi?attach_id=29675
1522,1,I'm not sure what you mean.
1523,1,"Tyler Downer,"
1524,1,"Interesting test, looks handy."
1525,1,can anybody tell me why the behaviour changes from version to version?
1526,1,"upon clicking ""Name"" as mentioned above,"
1527,1,"This is a read access violation in a block data move, and is therefore classified as probably exploitable."
1528,1,"Stas,"
1529,1,(1) Install the test extension.
1530,1,"This seems like a lot of hoop-jumping to fix a non-problem; we don't have the same ""which thread should this release on?"" problem with dispatching to the current thread as we do to the main thread...do we?"
1531,1,Actual Results:
1532,1,Does the spell-check underline reappear as soon as you move the cursor away from the incorrect word?
1533,2,"0   libSystem.B.dylib             	0x00007fff884f212a kevent + 10"
1534,1,Verified dup
1535,2,print.tmp.printerfeatures.CUPS/Dymo-Label-Printer.paper.0.name: A5
1536,1,"[Describe test coverage new/current, TreeHerder]:"
1537,1,"2) In a state when the cursor is huge try to press <left>, <right> buttons, the"
1538,2,+ 0x74
1539,1,Thanks for doing this!
1540,1,"These occur because in nsSpaceManager::AddRectRegion, the first test, if (nsnull"
1541,1,resolving WFM based on previous comment.  reporter: please confirm.
1542,1,"and not worried about anything else there, or it should have looked at what was"
1543,2,.....
1544,3,"#12 0x0000000103250a4d in nsScriptLoader::EvaluateScript (this=0x13acfd120, aRequest=0x13da28210, aSrcBuf=@0x7fff5fbfc220, aOffThreadToken=0x0) at nsScriptLoader.cpp:1142"
1545,1,"By the way, this point DID come out on the Security Review, it was argued and in the end the agreement was that the developer can choose to not send any data."
1546,2,default
1547,2,./addons/test_theme.xpi
1548,1,"Testing completed: yes, 2 weeks on master no issues found"
1549,1,Maybe connected to the charset? Observe that if you add e.g.
1550,2,+    nsCOMPtr<nsISecureBrowserUI> secureUI;
1551,2,Gaia-Rev        0f76e0baac733cca56d0140e954c5f446ebc061f
1552,2,188 public:
1553,1,"- In the same slide, ""APRIL 2016"" is style:long and all caps."
1554,1,Sadly.  Thanks bz.
1555,1,"previous reporter, but if you open the page with internet explorer, you get a"
1556,1,"world maybe we can fix this ""for real""."
1557,1,"Only the ""Quit Cmd-Q"" item appears"
1558,1,Thanks!
1559,3,"27 	xul.dll 	nsComponentManagerImpl::RegisterManifest 	xpcom/components/nsComponentManager.cpp:497"
1560,1,"Also, there are probably other properties marked as eStyleAnimType_None which should also exhibit this behavior. We'll fix that in bug 1260572 after checking what makes sense and what Chrome/etc. do."
1561,1,Environmental Variables:
1562,1,thumb would not lead to a proliferation of dialog boxes.
1563,1,"expected: you should be able to move focus to the ""History"" (or ""Accessibility"""
1564,1,"It's getting the ""name"" property from the ""parameterType"" object."
1565,2,wyomingnan@sbcglobal.net
1566,1,"Ting, are you continuing to work on this bug? It seems you have found some potential performance improvements. Would you be able to make the changes?"
1567,3,"#10 0x00007ff6d2806bb1 in g_main_context_check (context=context@entry=0x7ff6bac0f110, max_priority=2147483647,"
1568,2,https://treeherder.mozilla.org/ui/logviewer.html#?job_id=3021964&repo=mozilla-inbound
1569,2,No warning message
1570,2,make raptor
1571,1,"page. So per-window ""latest-page-source"" might be the answer here."
1572,1,My understanding is that the inspector would continue to use the editor.
1573,1,"David, do you know how to manually insert a preference setting for apprunner?"
1574,1,Steps to Reproduce:
1575,1,I try to find a bug for the `outline` problem but no success for now. Maybe we should see what Kaze will say and then we can open a bug
1576,2,content_xsl \
1577,4,User-Agent:       Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3b) Gecko/20030104
